,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Label
0,up_0,41.32784690381554,28.97684586651699,22.10775507524726,22.60826810810756,24.32009704300965,23.51980879802579,57.66934050660818,82.37914944352453,101.0591080044624,26.559734583270707,13.181533843491815,23.152506316872806,37.094993580708916,34.31354690401133,10.106126203846479,22.96665235034062,32.07566168549542,46.49465382672635,30.623527777098754,33.991462179991416,38.97301234970139,up
1,up_1,48.767973022709924,41.08505640023427,37.55162734893508,39.6488269493317,35.21134763492552,25.974913765491443,58.2411321872957,82.9769385769378,102.37364314994062,28.96436155627828,20.657777328946498,13.978928100501943,22.68691572525267,36.00107078276516,10.927507988512374,19.780484667877705,29.81979132469786,48.202755823025704,30.64669565627793,34.20430148918131,40.9562013721854,up
2,up_2,57.48218692829071,48.7487426432421,41.41844430135771,39.17982844418923,29.303208092888863,27.664863477013846,60.88992335715254,86.59710709322859,107.9442620930861,30.05965346506692,20.62850327562062,14.99720306501324,26.095281543238066,37.706408508771894,12.126786751489439,21.12123519029411,33.16282923139075,49.2685730486426,30.810664584753678,33.19870773104485,39.75414808858859,up
3,up_3,62.68953121744523,51.59850671959036,43.44428496006824,40.46781425935562,29.147836487157786,27.580638317075326,65.65948370535298,93.31450247352811,116.62608623686941,31.19640074593755,21.518014390520726,16.63261828245047,27.218274506665225,37.76274544191215,9.694190232455643,22.19665763076335,34.28349860565563,49.90921463232435,29.622645624367316,34.41658225023003,42.44577706827507,up
4,up_4,71.4739696999628,56.096471002701364,44.05791385486415,40.32256560602456,28.77424049561993,26.602985187036413,65.84472905761861,92.75649001503507,116.06404127896177,30.352763456283622,23.872773132842255,17.082565935974504,27.453072720809573,38.97440872094651,11.150689148242154,19.812328098212014,32.83660503745,50.93557800374863,29.775425500214425,31.756585547309417,38.95424375566752,up
5,up_5,78.10249675906654,59.682493245507096,46.75467891024384,39.56008088970496,22.847319317591726,24.515301344262525,66.49060083951716,94.36630754670864,117.90250209389112,29.068883707497267,25.495097567963924,14.142135623730951,23.323807579381203,38.07886552931954,9.486832980505138,20.0,32.0624390837628,51.78802950489621,29.5296461204668,33.12099032335839,39.81205847478876,up
6,up_6,80.63845292850642,60.979997463946695,46.25898209036034,39.91941996952042,24.17669273609042,27.30233018553712,68.30211664598687,96.41521365446579,119.71807396362544,29.820703821627607,24.966417353414034,14.052218778815998,21.833528066847183,38.38015478315767,10.487547956101077,21.333811644297782,34.40013974553694,50.83060659576498,29.34666518311093,33.481879893147244,41.50832498528337,up
7,up_7,83.47244171627605,62.283384258151294,46.69690468360273,40.32995994213532,24.530466040667367,24.57991732290623,67.53222125052214,95.62665972356567,119.16127907520544,29.234372339373007,25.051964135162677,15.361701058490569,21.80063241505038,38.49033214892074,8.71129274649825,20.90525002141928,31.181205456110042,50.762105780000475,27.375361748093923,31.28411969553752,38.45691407748175,up
8,up_8,84.34165482861374,65.93821405347857,48.91625960265912,40.69386845343187,22.354087219555673,24.08497805272934,68.01393748056334,96.35593972444775,120.85583886121546,27.67568085264743,27.017463068496955,13.616882944851495,21.660595695771896,38.5621387989934,10.60954090791131,19.533621227940397,31.63241971971576,51.50719298996221,28.62384081563037,30.780953854313946,39.34088478185893,up
9,up_9,86.28216643604841,64.42968006648324,45.72789975853397,39.011510598587115,21.291466145201124,24.84605664108985,68.75347857618937,97.12237178961816,120.1720705097996,28.033871640993024,26.782952238546166,15.270352761786095,22.628318901909854,38.87945787813865,9.923174278178418,22.007419899030527,33.31513108459388,51.05359328935722,26.45018421293051,32.01848955633896,39.6309505929136,up
10,up_10,88.37553862729439,67.12850234933296,45.82625177203482,36.83292547562535,18.790768225954533,24.950381599288463,69.33388932273147,97.74918155325425,120.28655317733335,28.200770321252165,27.643092981234208,14.60096601656138,22.49333486565933,37.89330408305754,12.161516942021064,20.9113234089098,34.20522960639652,50.002834386782695,27.260605084428356,32.34851316297051,41.349815673541144,up
11,up_11,90.08251445442028,69.93229638083896,47.36235576662303,38.31016750472857,18.933527353609673,24.202565408146327,69.1186170286606,98.51952854976994,122.70057391472247,25.28791130263407,25.756226819055797,12.930303312922387,22.708345035258773,36.42934950927529,14.890149538805266,18.79722322331224,31.136449027624938,49.2210986599038,27.897813209271636,32.69996914156663,39.82344823691763,up
12,up_12,91.30671442874967,69.50170881600445,46.44312348260893,36.24469622627767,19.09529747051687,24.49415683016791,69.42595853728533,97.86707167796972,122.04472991396737,26.982567648689404,27.233765889702937,13.23818088358728,19.55241806412176,37.52855299967525,12.37554827114088,20.2604918090522,31.62822586238144,49.23183159938686,26.496395168326206,33.733012017506574,41.78359104631415,up
13,up_13,88.2163131956454,68.705193603671,46.154748087006816,35.29702280071375,16.662584534099445,23.815237409688333,69.45895540001138,97.35049005440187,121.1279284751842,22.15903147109459,27.229602405572,12.142950513179796,20.146459207367062,32.627388575562854,16.0408350787194,19.340896948812397,32.18434712009063,47.52717327536409,29.817281814152334,32.64198012089879,40.14288538664769,up
14,up_14,89.19550998939114,68.4611878392627,46.707101044507766,35.59535754080929,16.377422100212403,26.21578863387757,70.99584798309688,98.63342885645747,121.68844274418859,23.144081880193426,26.914873784563838,13.344553102508476,24.055114343463377,33.07827588615991,17.626574968629527,18.791612931126704,32.77674774506715,49.54873457017516,31.237659694989247,33.651306524992506,40.86715938933472,up
15,up_15,90.40669009820273,69.9529644372566,46.81613575353503,34.48999986522102,15.476190476190446,25.345951028913696,69.60082166481396,97.49182185598026,121.2635386461597,22.12708091345463,26.354507976870845,11.971716479471604,22.4602950249481,33.2392208842004,18.13935724272333,18.229700915397704,30.081446508375887,49.86303235328607,30.31404036224635,31.316177095006413,38.18922928732773,up
16,up_16,90.67653257646492,69.62720621858233,45.28791742675532,33.66989948781069,14.843476620587955,25.85573967954537,70.67932437017232,99.28959681800092,123.11413689316042,23.125851090546508,26.48441119377923,12.535482519451133,22.292327061233177,33.56224122851719,16.461939887285688,18.91699256514499,30.838214359015797,48.73978758082596,29.628577551238443,32.75588261373809,39.954679541119596,up
17,up_17,90.74971186776096,70.74256288884108,47.39435082154748,34.613315828638264,13.75069571523787,26.337294113566198,69.67739070538019,97.27102888951306,120.9932533116569,21.29913287494328,29.683019264439054,9.67745117396567,21.459501487258112,32.10823532226903,19.88384638189442,19.211497407882135,32.87980584877384,48.786080316552,31.574337293286224,32.21927424156327,40.38311427276689,up
18,up_18,90.99305996311612,70.67682188615612,47.561727405890124,32.83978147256058,11.174963919141055,25.2147690946966,69.63834336206709,98.0853554892434,122.39270834771712,18.04818443642593,28.52774438238126,10.715978702222461,22.864482948426062,28.63770091736065,22.969416716764705,18.617038011144246,31.963875584847774,46.98554802655821,33.740943187254445,31.72461579224455,40.04252274917145,up
19,up_19,90.08588746402737,68.82164994486679,46.97558105462346,31.99241690196325,10.448990663968031,26.591091888082637,70.52179991349166,98.02351747067776,122.32447279261389,19.661189136892133,28.438580036055274,10.455824359587737,22.048441823586337,29.51739561666867,21.81830765098053,19.621185736474096,31.895521049804895,47.88319594090123,34.053745702519755,33.24713344163925,40.94352063619061,up
20,up_20,90.02264769215397,72.88105738857732,49.32912741769699,31.85354809243545,9.828576042819162,25.802010855209225,70.262304141125,97.85305286320157,120.59862967073069,18.037816159152484,29.117675083487907,8.084727069690317,20.47253566496561,27.31876997128099,23.87728453055932,17.986263339955887,29.075123590302837,47.235791034432,35.28497525092018,33.43765986886149,38.45691407748174,up
21,up_21,90.53002157989488,70.56148313700847,47.9495672319618,28.550190519238335,7.07235042892877,25.99760149411311,70.6852112748524,97.94128001545498,120.41443928453356,14.007448617790669,30.981085591035924,8.250197551403723,23.689842058993232,25.333378088037815,26.333376388494912,18.557992697770988,32.22050585779847,46.94139251306633,37.45751940047804,32.10205523192213,40.026408515938655,up
22,up_22,87.79600402065837,68.72543882030206,46.01340630827825,26.254164986499205,9.92088888563815,28.366567143721763,71.01572755446998,98.5695076877479,120.29307559573488,15.422470869149064,29.38650869742845,8.263242652755734,20.64542467692786,25.608689709981885,24.871962376773904,19.177001058938068,30.138493628347444,45.70032028745988,37.165591333090916,34.14388654887036,39.76831998433446,up
23,up_23,86.93743677974521,67.91012134062834,44.62727982196975,24.89642945376876,9.101219673564911,28.128511370626033,71.11107213717753,98.93973061811207,121.29469744435622,15.297799702472311,29.218777548885374,10.11946777839198,22.048081862878657,24.742941456654624,23.543754798729033,20.32998745751397,30.556330643642855,45.546144152557346,37.34043907110194,35.01868629778501,40.73110206877492,up
24,up_24,87.48747885792628,70.71479877960418,46.871271582636226,24.937290966053702,8.08360508695309,29.130443979450604,70.87051845081655,98.10422982367811,120.79818630285374,12.267335829130603,30.953296689750502,7.853534524986018,20.27458894567531,21.85802467356978,25.324783734551698,20.062091823752347,29.435351353382067,44.088783853470076,37.978213112280756,33.82816387570885,40.127913390887585,up
25,up_25,87.80736749754017,68.97059743584651,47.35570037784938,22.915797757182112,7.9216686668353065,31.055870945465458,70.51302126416405,96.49026832839759,118.48504215899786,13.62037955524826,31.554042472746367,8.40863933222856,22.52280275611652,20.675277995262988,25.500522425843155,22.623007172229325,29.697530379773948,41.604606844165666,38.877591491518686,36.161548589238855,39.576814715670956,up
26,up_26,86.57290846867528,66.91438669966492,45.03080326432549,23.639392159655994,8.284345809267544,28.89161856979919,69.6122724864346,95.302085645303,118.28944285205432,12.642027593626105,31.643278151199716,7.622766949324838,22.376899329057355,20.77113163255801,26.216350855033085,21.29971841445676,29.510480862324577,40.24640658034436,39.13361610300091,36.202629538301906,39.655803691766366,up
27,up_27,86.41701352602605,67.78534213021094,44.96660388391153,21.815137559900226,10.952070388971597,30.37378628725824,72.26469359959319,98.47187289052086,120.1211501066646,14.819396494852803,29.74006817962593,7.4415332582445695,22.180970782465934,21.930523153928377,23.838648853035316,22.963640786816462,30.82894802423817,41.31061477906176,37.13995715174642,35.404401637773766,40.60899780772539,up
28,up_28,87.47619047619048,66.55243614902174,40.767495166265974,17.660504637078784,13.811247839837794,30.825748285639623,70.13108878744484,96.66775744165261,118.38793413116814,13.523809523809518,29.5407401531882,6.490879699576664,20.133792849646383,20.0579658855242,23.593544218666803,22.787592598105526,30.737569616692912,39.37775653526451,37.56249516584195,36.40104780331383,39.51778496826696,up
29,up_29,87.42903828073302,70.5385984943777,42.570709485777314,18.32584881237096,9.731077923386522,28.497762174942643,69.39417137201194,95.38857159972954,117.87575610595682,12.63700429496722,29.659633806758627,4.733726150223122,18.596686121292638,20.346488439943005,22.874993029997807,20.63581194656217,28.749800354231404,39.04915792554146,33.90081571470587,33.74877170856348,38.59285119378078,up
30,up_30,86.09504056024535,65.78481377457877,38.21148929094755,15.168068261468909,17.326660149245072,27.45340311152023,68.53135403055138,94.55647750229345,117.07455422578185,13.32823031598754,30.02893540322813,4.949632937213829,17.86786979399213,21.164296294507956,21.13277322805481,20.342866060279825,30.211536893234122,39.54531830124123,31.93033800730538,32.778096773881074,39.46516015694287,up
31,up_31,83.53614775568366,63.64636211466325,40.82485681836942,18.257480683463147,15.51043829635788,28.24809105985883,69.23976548715738,95.25630778240146,116.79205118480729,16.283277456229527,28.81802314611267,4.957186313335889,17.042031539762743,23.900635196826695,20.082031318056703,20.40547034387223,28.824632008593618,41.02208906654097,33.56518010070472,34.400337497685236,37.86507853333467,up
32,up_32,82.79101082800534,63.46892038529788,40.28965420337661,17.68558863457683,16.994930549993203,27.37515466569134,68.14458751255479,95.3812852144539,116.86752389175349,13.87423262979832,28.50595673119917,4.944361639093633,18.165090738610395,22.70869452998644,21.00609996709682,18.743101527636313,29.98442528442369,40.05316761290752,33.39972979102343,34.20692004090409,38.45367092042363,up
33,up_33,81.4692880658668,62.89868756944923,40.13675601831158,17.990927418778494,19.70393102807621,30.560745797075512,68.91061942391573,95.82403090018275,116.34782476063147,14.95571694663129,27.98906492010834,3.4787987605388477,21.100826949652582,20.79737032042507,22.490360747009188,22.44267072760628,30.67971476332831,37.11894834893107,33.7124696847457,34.54957987281113,38.5629620337485,up
34,up_34,80.93988699104074,67.11701630399715,45.464047244352685,20.010201479877843,15.482050172732944,32.63183621394723,71.23187202254856,97.45244784938312,119.9171482690428,16.431055712787757,28.617819480818863,5.617029500382126,24.254181209070904,19.588105512045335,24.764194033371037,23.960852425979994,31.86098631523498,36.51781784838961,37.56490980928334,36.71873235996102,39.22436768653081,up
35,up_35,82.57203273245224,68.64364583396403,45.52600114270254,20.777680769050967,13.740715273806819,32.27703914915101,72.3605234328354,98.98507640788038,119.30232751909712,16.16721017390618,30.5979709729975,1.7313960916855247,19.98326964637264,21.625549683024712,25.82537731338468,22.999950704866837,33.21427718040513,39.83654243754953,37.36942497420176,35.6717524506786,39.952920139389065,up
36,up_36,83.1577060868844,68.49236513387935,45.56695007102746,20.122583515715334,13.236467868455417,32.04110879887313,71.86438475293843,98.45189439621812,119.95143575120522,15.576670153188228,29.08467581643192,1.7899948694487973,21.389011101927238,21.28187884908047,25.571827610613575,23.88791855857734,33.826085816018555,38.96963757929016,37.71969658154849,35.1556306634789,39.04288589199714,up
37,up_37,84.21237056400368,66.15464943390872,44.278980542847115,18.564162192618138,13.559727620860524,33.87806600160448,72.96123904943032,99.24025452362478,121.7337435076652,14.339739115961338,28.67734336851543,3.9892144840239685,25.80253815144336,20.47203723106283,27.087328329111198,25.490605623576112,35.83107887228528,37.82553337438469,40.82377369702871,37.63812054173047,40.61502799292664,up
38,up_38,85.81582609909604,67.69802564135058,42.3007802418619,16.176814964745926,12.587741940695036,34.1198700595389,72.36497317351558,98.91614442606381,120.39053043572035,14.721989045344634,32.02861532358971,2.832432830088192,22.928954652387596,20.488645160158015,26.71852949909678,23.306933559081454,34.46148726199131,39.91149505645865,39.97348894697715,36.61087282584635,42.06597776423092,up
39,up_39,85.09538465625451,67.92387695961183,43.13363193705849,16.333888648063773,14.260692372349077,33.847497119055795,73.35488242448629,99.86317169619886,121.05994467238797,15.439149812692927,31.918582649725344,0.6060915267313394,19.652594988853707,19.623496952711083,26.318302780089944,23.602576822310326,34.75541361443139,39.242053660712045,38.14178703688838,37.60427678673079,42.809497325061976,up
