,index,0_dist,0_angle,1_dist,1_angle,2_dist,2_angle,3_dist,3_angle,4_dist,4_angle,5_dist,5_angle,6_dist,6_angle,7_dist,7_angle,8_dist,8_angle,9_dist,9_angle,10_dist,10_angle,11_dist,11_angle,12_dist,12_angle,13_dist,13_angle,14_dist,14_angle,15_dist,15_angle,16_dist,16_angle,17_dist,17_angle,18_dist,18_angle,19_dist,19_angle,20_dist,20_angle,Label
0,thumbs_up_0,90.7673135848996,-0.2681385789148969,76.89597473018478,0.2490339127505339,64.09138175620417,0.8453263185186564,66.78672862314345,1.412563492700184,88.06621143419243,-1.519946858240803,7.966625394820951,-1.510987503415365,42.57252049308084,-0.5417622963175368,34.06842521121108,-0.962246014532265,23.957113988491955,-1.5509182297051236,18.5944302001196,1.327681015548727,35.60685429186856,0.08569564659020834,22.821052857279383,-0.17406782340190424,6.5603771806836315,0.160375443975949,38.050598846304084,1.5582813356669798,38.04121169006151,0.6843203168417346,25.883263137742045,0.7190030698864243,22.02142844271452,1.2722973952087169,50.35153070156783,-1.460870175986841,43.635290176104405,1.1081248033796627,36.26149047695057,1.2195570235002722,37.13027870043371,1.5040575436724941,thumbs_up
1,thumbs_up_1,90.36597296712291,-0.34008183413175647,75.66347501435,0.1976424124738468,60.167302651772765,0.8167428772636343,67.6293084099569,1.4195388604558539,91.87496432812793,-1.5510995483221897,15.41827993029928,-0.46088518508827264,41.35858894859195,-0.4734310249635701,31.657535382358162,-0.8535228562685686,20.054913275436014,-1.4302424547274963,25.423265007235365,0.7946694209263848,29.97474371485058,0.10504324506497295,15.918229256915998,-0.1169339805001346,3.533448849350318,0.6515871859228654,37.72468591569243,1.2801858626674945,31.10136306627893,0.747496496221186,21.400033907617203,0.9290753674340818,18.160908405261814,1.5262064797318446,47.29652684127205,1.4901634508497232,36.30111534177277,1.1505741309340158,30.69759605617546,1.3803979146901297,32.30081119148743,-1.47186113463869,thumbs_up
2,thumbs_up_2,85.64992292496329,-0.24713615708243308,76.27740576596379,0.3345830187726384,66.35334535582433,0.9784147703449649,78.36516938820861,1.4807415998877753,103.12338777685672,-1.5324602198158814,28.59078709262765,-0.6388375849734752,40.29362187392468,-0.5207585432214467,29.0017201773038,-0.8121049363089275,19.68090110946969,-1.31642826824163,28.572460298832258,0.43159296955833,27.601841931373635,0.21735906638357871,14.501387845068725,0.2760443628739755,8.188537976648307,1.3300489501224653,38.40640772312626,1.0844127582098044,32.135942818932186,0.940039044963081,25.570719153057386,1.2131154555697825,25.278539023198963,-1.4099833298619382,50.43387714343229,1.4325045443255988,44.666006696312266,1.3918010321888825,41.965459287879014,-1.54582989231612,44.610000607431196,-1.2973353397046528,thumbs_up
3,thumbs_up_3,87.08376867384591,-0.18366840841068804,80.8388279218176,0.3948364321289297,73.36576277387351,0.984053848592939,85.75525475923243,1.4466479580458698,113.09587969742816,-1.567427918481839,33.625555824925,-0.8425075098872254,37.54884951331057,-0.41371753547212564,22.845483137225248,-0.5579364784985219,12.331218792807935,-1.1192379388333362,25.850520944587895,0.1908927613379761,30.059653465066944,0.33577769044080663,18.29420685723075,0.5721194627833983,10.991854333005195,1.4448292971050152,34.25411903993177,1.0043869727853774,36.76193560324394,0.9500951016468991,30.71236612679944,1.2259993385867807,28.027399939921136,-1.4772138206274512,48.81463387884443,1.3774183462473446,49.23811826470865,1.3375459553480415,45.92552879403067,1.5407224092142142,46.143274851910526,-1.3385829276946888,thumbs_up
4,thumbs_up_4,90.54586289821229,-0.17924199415347405,83.97040834995413,0.376294102109952,74.82188979666151,0.9732617965831054,87.69525671258747,1.4324317409870284,113.86241050529841,1.5611772173762777,36.22917730202908,-0.9215118965707833,37.93516966491214,-0.40241939969591,22.31550715109184,-0.5601826662031703,13.760916095645042,-1.206355405427445,25.929959733701562,0.04408905739807274,31.57803565139714,0.3269960952211159,19.41969918802269,0.6111277321458157,10.183130418722776,1.4818299180768648,33.07755608495419,0.9624291267538647,39.259587271694116,0.9161360499837385,33.340679462624635,1.2056733514631266,29.218079079992886,-1.4990243938590777,48.95946771011765,1.3878980343237717,52.03507015539712,1.3002903503379732,49.22863038808437,1.5117564938624417,48.01221027614651,-1.3802086757713277,thumbs_up
5,thumbs_up_5,92.3707038988851,-0.19769886587637034,88.86862580833137,0.37871533425137077,79.26666437811451,0.958298623524282,88.37697548523802,1.4622811944545993,112.04171963503374,-1.5133882121580968,33.96306517260135,-0.9617933103906686,39.7445927524893,-0.5231585759943601,26.485652642862462,-0.6899040597113886,16.188305176571,-1.1624283088576637,23.010645273837245,0.22540285082206196,30.28301874796826,0.238113782410012,18.479442521850277,0.3388637980137774,8.49729849026463,1.280949836883276,35.65394903278815,1.1232763516377267,40.2055940873701,0.8860668155552772,33.418191306593535,1.1243554324582954,30.145903705214796,1.5565792752654073,54.25130488414685,1.5075562292043576,55.06674984757602,1.3056819335809218,51.334238882374166,1.4844196081610075,50.87018291891709,-1.4014925486391097,thumbs_up
6,thumbs_up_6,97.15916063002533,-0.2203700765492016,87.99538742807363,0.34502604906297824,77.11647109002514,0.9507621878764372,87.31468877161188,1.4582118615604667,107.15675042197637,-1.4849241720722892,34.03146469914513,-1.0068574003771729,45.515540193355626,-0.5752348702082942,33.95091160915965,-0.7347959165436325,24.029696291357396,-1.132852275608045,22.59156224804422,0.18871450467323056,31.808169346697863,0.19739555984988078,20.178905040085315,0.3142880063613932,9.736901778072317,1.0085682041552864,35.6376956532535,1.1304559131405485,40.30476302997569,0.9270589231099796,32.602915718976504,1.1875777241660055,30.292190083342465,-1.5110250885692127,55.396816300540486,1.4950792874545442,56.36021578119174,1.3709152708204866,52.23844250438031,1.567150034841638,51.607471026583326,-1.339916997895637,thumbs_up
7,thumbs_up_7,98.76131928007568,-0.28896291889247605,84.12059424669583,0.28755289412385077,73.88690260402876,0.9216237139758828,84.53282312771199,1.444275321102238,109.98652772580436,-1.5222865160668086,25.084392704819724,-1.1462112503095987,51.66455997460553,-0.45828904528623876,39.10289351415233,-0.7224959243152316,27.49005179780139,-1.2243932335404248,17.85225329883611,0.5376747679133668,35.70564974953236,0.14453756148132313,20.365425772456202,0.056147013585414775,5.353067232735447,0.6274882426879386,38.29755798802068,1.324611391635501,38.6145555487404,0.8552145756097961,29.34666518311093,1.0991663038877604,27.19397859187453,-1.5094698156545305,59.14379648053988,1.5651603156174478,53.82058461962475,1.3204529082686332,48.258116467477926,1.5016682736321008,48.9167231628271,-1.3926842270706377,thumbs_up
8,thumbs_up_8,109.49238679670795,-0.3152866092165696,92.49793771066261,0.17437397642373692,77.17859254606996,0.7941239454228748,86.18950275693396,1.3473931920432587,111.047659887275,1.569938694072065,24.245999272573258,1.4427872681217007,44.04826254356211,-0.5775082361951849,44.04826254356211,-0.5775082361951849,34.67346872042912,-0.7270985450296382,9.766897677841898,1.1595025793173641,37.022668792716026,0.07982998571223757,27.92442018431872,-0.037525038830262654,11.950768246351572,-0.08777389232721931,37.001440187697014,1.5192955158436705,42.347900434399534,0.7527923802392942,32.45820616411652,0.8300206516199032,24.927741378821988,1.2901350872941648,60.03222868364646,-1.5192138485238478,55.28507854111319,1.221804556417902,47.73001356600833,1.297019043427581,45.961287071807,1.5511097512695515,thumbs_up
9,thumbs_up_9,112.87045330388703,-0.3104101466361716,92.47046473373302,0.1467764856920834,80.6135767277105,0.7945875454922949,86.73866710920848,1.344326669742205,103.0625154271319,-1.4685071111332935,39.30498805708762,0.9306874996342613,45.33816000715586,-0.738592225429592,48.74106697618881,-0.5511429498031974,38.458093339512516,-0.5629305653294859,17.538425581621812,-0.08426862712669024,37.52683091534312,0.01268967415584248,37.552835039463176,0.03931982552890035,23.57008173160345,0.06267085787971914,34.18055964428277,-1.1009182688192096,44.63957448248498,0.7212384244681777,41.74441725407226,0.750706679569561,31.75015846193963,0.9861214979848857,58.83047631381764,-1.2869374633290667,58.02607123794147,1.1721544591315123,55.05431249469054,1.2082799765322503,51.03384675623845,1.42282914352624,thumbs_up
